timestamp_unix,timestamp_readable,x,y,z,roll,pitch,yaw
1751339159.5990186,2025-07-01 11:05:59.599,8.43e-05,-0.0001502,0.000895121,4.643e-06,0.000148093,-4.1764e-05
1751339159.699854,2025-07-01 11:05:59.699,0.00084005,-0.000183239,-0.002588501,-3.7498e-05,0.000628852,-4.323e-05
1751339159.8007443,2025-07-01 11:05:59.800,-0.000156751,-0.00036726,0.001516592,-9.3659e-05,0.000331804,-0.000129676
1751339159.9015994,2025-07-01 11:05:59.901,-0.001418166,-0.000643094,0.006348299,-0.000116524,-4.7701e-05,-0.000260266
1751339160.0024383,2025-07-01 11:06:00.002,-0.002459371,-0.000933009,0.011385521,-0.000132646,-0.000241652,-0.000352237
1751339160.1033125,2025-07-01 11:06:00.103,-0.003045998,-0.001017727,0.015966263,-0.000195619,-0.000117835,-0.000334121
1751339160.204155,2025-07-01 11:06:00.204,-0.003626065,-0.001206266,0.019632123,-0.000212145,0.000595021,-0.0003736
1751339160.304984,2025-07-01 11:06:00.304,-0.003334003,-0.001309934,0.023589669,-0.000148532,0.001290776,-0.000397249
1751339160.4058342,2025-07-01 11:06:00.405,-0.003050368,-0.001530816,0.02789744,-0.000111038,0.001588438,-0.0004488
1751339160.5067291,2025-07-01 11:06:00.506,-0.005215337,-0.001733035,0.027183279,-0.000133113,0.001980477,-0.000506041
1751339160.6075568,2025-07-01 11:06:00.607,-0.007387427,-0.001919857,0.026903143,-0.000163976,0.002719838,-0.000577619
1751339160.7084222,2025-07-01 11:06:00.708,-0.008894687,-0.00211419,0.02733423,-0.000114914,0.003586804,-0.000636757
1751339160.80926,2025-07-01 11:06:00.809,-0.009659909,-0.002317006,0.028310526,-8.6051e-05,0.00452515,-0.000691237
1751339160.9101074,2025-07-01 11:06:00.910,-0.009992152,-0.002510759,0.029881099,-7.1807e-05,0.005176849,-0.000765051
1751339161.010984,2025-07-01 11:06:01.010,-0.008446664,-0.002542079,0.02760252,-2.7359e-05,0.006178197,-0.000818731
1751339161.1118326,2025-07-01 11:06:01.111,-0.006607682,-0.002561025,0.026064184,8.2395e-05,0.007033347,-0.000861413
1751339161.2127132,2025-07-01 11:06:01.212,-0.004521589,-0.002461106,0.02477649,0.000218954,0.007917683,-0.000845137
1751339161.3135157,2025-07-01 11:06:01.313,-0.003516288,-0.002143445,0.02187394,0.000349344,0.009925986,-0.00066048
1751339161.4143982,2025-07-01 11:06:01.414,-0.005148565,-0.001774422,0.033322901,0.000494559,0.009253335,-0.00052935
1751339161.5152347,2025-07-01 11:06:01.515,-0.006088365,-0.001452361,0.044738829,0.000680477,0.008580035,-0.000410657
1751339161.6161008,2025-07-01 11:06:01.616,-0.007971334,-0.001221379,0.050159812,0.000853259,0.009086869,-0.000324783
1751339161.7169452,2025-07-01 11:06:01.716,-0.004640504,-0.000963343,0.054481909,0.000972689,0.007461351,-0.000179124
1751339161.817811,2025-07-01 11:06:01.817,-0.003751992,-0.000657394,0.066876382,0.001074794,0.007656113,-3.3525e-05
1751339161.9186635,2025-07-01 11:06:01.918,0.006863091,-0.000496547,0.085982509,0.001197186,0.007520954,9.8691e-05
1751339162.0195608,2025-07-01 11:06:02.019,0.005220364,-0.000462985,0.102285504,0.001272527,0.009405836,0.000206946
1751339162.1203651,2025-07-01 11:06:02.120,0.01610332,-0.000481537,0.118082881,0.001312269,0.008446062,0.000295731
1751339162.221208,2025-07-01 11:06:02.221,0.010825636,-0.000337422,0.135600746,0.001361681,0.008327542,0.000434487
1751339162.3220806,2025-07-01 11:06:02.322,0.000597598,-0.000256439,0.155820489,0.001437468,0.010857508,0.000517296
1751339162.422939,2025-07-01 11:06:02.422,-0.008811329,-0.000395556,0.175710946,0.001492538,0.013341783,0.000449845
1751339162.5237887,2025-07-01 11:06:02.523,-0.015703011,-0.000424871,0.193900883,0.00152707,0.015015063,0.000292457
1751339162.62463,2025-07-01 11:06:02.624,-0.017207902,-0.00048801,0.209116369,0.001614685,0.016924908,0.000115903
1751339162.725491,2025-07-01 11:06:02.725,-0.01784396,-0.000716227,0.22419633,0.001802161,0.018899638,-0.000106825
1751339162.8263474,2025-07-01 11:06:02.826,-0.019922547,-0.000683236,0.229973182,0.001962704,0.019239172,-0.0001462
1751339162.9272017,2025-07-01 11:06:02.927,-0.022067394,-0.000773646,0.236715496,0.002074487,0.019406589,-0.000212951
1751339163.0280657,2025-07-01 11:06:03.028,-0.023864646,-0.000811762,0.244152546,0.002212575,0.019852659,-0.000267367
1751339163.1289036,2025-07-01 11:06:03.128,-0.024948936,-0.000896718,0.252105355,0.002381481,0.020634791,-0.000362398
1751339163.2297726,2025-07-01 11:06:03.229,-0.025528561,-0.000861305,0.26078248,0.002550415,0.021613933,-0.000297227
1751339163.3306556,2025-07-01 11:06:03.330,-0.026458107,-0.000881345,0.268623888,0.002631913,0.022789611,-0.000187049
1751339163.4314616,2025-07-01 11:06:03.431,-0.028703088,-0.000913124,0.284581333,0.00272421,0.024022296,-0.000125476
1751339163.5323095,2025-07-01 11:06:03.532,-0.031023707,-0.001040878,0.299995303,0.002853681,0.025299961,-8.9189e-05
1751339163.6332073,2025-07-01 11:06:03.633,-0.03155503,-0.001171609,0.316520482,0.002937125,0.026577201,-1.3434e-05
1751339163.7340832,2025-07-01 11:06:03.734,-0.031845611,-0.00139016,0.333559155,0.002955707,0.027841015,7.6181e-05
1751339163.834899,2025-07-01 11:06:03.834,-0.031868435,-0.001702596,0.35051012,0.00297786,0.029457405,0.000176758
1751339163.9357305,2025-07-01 11:06:03.935,-0.033025406,-0.001829436,0.375991613,0.003109568,0.030381469,0.000285643
1751339164.0365708,2025-07-01 11:06:04.036,-0.032791417,-0.001977924,0.398711473,0.003174808,0.031189324,0.000401609
1751339164.1374607,2025-07-01 11:06:04.137,-0.032633454,-0.002219431,0.421194047,0.003180605,0.031868193,0.000501732
1751339164.2383099,2025-07-01 11:06:04.238,-0.03960669,-0.002496866,0.435179055,0.003169655,0.036419675,0.000576213
1751339164.339161,2025-07-01 11:06:04.339,-0.04447208,-0.002915186,0.452837557,0.003168281,0.040910821,0.000499057
1751339164.4400163,2025-07-01 11:06:04.440,-0.048509862,-0.003445422,0.470925003,0.003099523,0.045121763,0.000415764
1751339164.540865,2025-07-01 11:06:04.540,-0.051715981,-0.00394795,0.489109457,0.002985949,0.04899263,0.000287276
1751339164.641717,2025-07-01 11:06:04.641,-0.054546747,-0.004456887,0.50795877,0.002922607,0.052782133,0.000160992
1751339164.7425704,2025-07-01 11:06:04.742,-0.04893015,-0.004931048,0.531300426,0.002910412,0.053954907,5.6843e-05
1751339164.8434029,2025-07-01 11:06:04.843,-0.042950347,-0.005407786,0.55403918,0.002823407,0.054955803,-5.131e-05
1751339164.9442725,2025-07-01 11:06:04.944,-0.036983613,-0.005931352,0.576453209,0.002739075,0.056015808,-0.000143496
1751339165.0451355,2025-07-01 11:06:05.045,-0.032467738,-0.006895578,0.600118637,0.00253396,0.057235114,-0.000400854
1751339165.1459818,2025-07-01 11:06:05.145,-0.028173562,-0.007816548,0.624558449,0.002384191,0.058256648,-0.000655927
1751339165.2468195,2025-07-01 11:06:05.246,-0.026101347,-0.008699771,0.641758442,0.002184715,0.058577344,-0.000878598
1751339165.3477025,2025-07-01 11:06:05.347,-0.029510979,-0.009330339,0.652480006,0.002063039,0.060037363,-0.000965035
1751339165.4485397,2025-07-01 11:06:05.448,-0.033397965,-0.009949978,0.663448036,0.001951814,0.061260119,-0.001081177
1751339165.5494206,2025-07-01 11:06:05.549,-0.036944281,-0.010549987,0.674772024,0.001847436,0.062194098,-0.001211037
1751339165.6502862,2025-07-01 11:06:05.650,-0.040273242,-0.011011355,0.686734915,0.001696457,0.06283959,-0.001273459
1751339165.7511132,2025-07-01 11:06:05.751,-0.042917691,-0.011718063,0.698467553,0.001481941,0.063689001,-0.001489466
1751339165.8519504,2025-07-01 11:06:05.851,-0.048215039,-0.012329474,0.718231082,0.001314981,0.065412149,-0.001618255
1751339165.9528213,2025-07-01 11:06:05.952,-0.053804763,-0.012890304,0.737180591,0.001147778,0.066735134,-0.001768274
1751339166.0536637,2025-07-01 11:06:06.053,-0.059474859,-0.013433823,0.755178094,0.000973773,0.068066418,-0.001901001
1751339166.1545243,2025-07-01 11:06:06.154,-0.065825313,-0.013995387,0.772976935,0.000804119,0.069196112,-0.002034481
